1	28,666666666666668%
2	28,666666666666668%
3	27,333333333333332%
4	24,666666666666668%
5	25,333333333333336%
6	24,666666666666668%
7	24,666666666666668%
8	23,333333333333332%
9	25,333333333333336%
10	26,0%
11	26,666666666666668%
12	25,333333333333336%
13	25,333333333333336%
14	24,0%
15	22,666666666666664%
16	24,0%
17	22,0%
18	26,666666666666668%
19	26,666666666666668%
20	28,666666666666668%
21	25,333333333333336%
22	24,666666666666668%
23	24,666666666666668%
24	27,333333333333332%
25	26,0%
26	26,666666666666668%
27	26,666666666666668%
28	28,000000000000004%
29	28,666666666666668%
30	27,333333333333332%
31	27,333333333333332%
32	28,000000000000004%
33	31,333333333333336%
34	34,0%
35	32,666666666666664%
36	30,666666666666664%
37	32,666666666666664%
38	33,33333333333333%
39	32,666666666666664%
40	34,0%
41	34,66666666666667%
42	36,0%
43	37,333333333333336%
44	36,666666666666664%
45	36,0%
46	36,666666666666664%
47	38,0%
48	36,666666666666664%
49	36,0%
50	34,66666666666667%
51	37,333333333333336%
52	36,666666666666664%
53	36,0%
54	36,0%
55	36,0%
56	36,666666666666664%
57	37,333333333333336%
58	37,333333333333336%
59	36,666666666666664%
60	35,333333333333336%
61	36,666666666666664%
62	38,0%
63	38,666666666666664%
64	39,33333333333333%
65	38,666666666666664%
66	39,33333333333333%
67	39,33333333333333%
68	36,0%
69	39,33333333333333%
70	40,666666666666664%
71	40,666666666666664%
72	39,33333333333333%
73	42,66666666666667%
74	43,333333333333336%
75	42,66666666666667%
76	38,0%
77	40,0%
78	42,66666666666667%
79	39,33333333333333%
80	40,666666666666664%
81	42,66666666666667%
82	42,66666666666667%
83	41,333333333333336%
84	39,33333333333333%
85	42,66666666666667%
86	42,0%
87	41,333333333333336%
88	40,0%
89	41,333333333333336%
90	42,66666666666667%
91	42,66666666666667%
92	44,666666666666664%
93	44,666666666666664%
94	45,33333333333333%
95	47,333333333333336%
96	47,333333333333336%
97	44,666666666666664%
98	44,0%
99	44,666666666666664%
100	46,0%
101	47,333333333333336%
102	46,0%
103	46,666666666666664%
104	50,0%
105	48,0%
106	49,333333333333336%
107	51,33333333333333%
108	46,0%
109	50,66666666666667%
110	50,0%
111	53,333333333333336%
112	52,0%
113	56,00000000000001%
114	54,666666666666664%
115	52,0%
116	52,666666666666664%
117	57,333333333333336%
118	53,333333333333336%
119	57,333333333333336%
120	57,333333333333336%
121	58,666666666666664%
122	57,99999999999999%
123	57,99999999999999%
124	57,99999999999999%
125	56,666666666666664%
126	58,666666666666664%
127	62,0%
128	60,0%
129	60,0%
130	57,99999999999999%
131	61,33333333333333%
132	60,66666666666667%
133	61,33333333333333%
134	62,0%
135	64,66666666666666%
136	64,66666666666666%
137	68,0%
138	67,33333333333333%
139	70,0%
140	72,66666666666667%
141	74,0%
142	76,0%
143	76,0%
144	75,33333333333333%
145	76,0%
146	78,66666666666666%
147	86,0%
148	100,0%
149	100,0%
