1	40,50179211469534%
2	40,86021505376344%
3	38,70967741935484%
4	40,14336917562724%
5	38,35125448028674%
6	39,42652329749104%
7	38,35125448028674%
8	34,40860215053764%
9	35,483870967741936%
10	37,992831541218635%
11	37,27598566308244%
12	36,91756272401434%
13	37,27598566308244%
14	36,55913978494624%
15	36,200716845878134%
16	36,91756272401434%
17	35,842293906810035%
18	37,27598566308244%
19	36,91756272401434%
20	36,91756272401434%
21	38,35125448028674%
22	36,55913978494624%
23	37,27598566308244%
24	37,992831541218635%
25	39,06810035842294%
26	39,42652329749104%
27	38,35125448028674%
28	40,50179211469534%
29	39,42652329749104%
30	39,784946236559136%
31	38,35125448028674%
32	37,992831541218635%
33	38,35125448028674%
34	38,70967741935484%
35	36,91756272401434%
36	38,35125448028674%
37	37,992831541218635%
38	37,992831541218635%
39	37,992831541218635%
40	37,992831541218635%
41	35,842293906810035%
42	35,483870967741936%
43	36,91756272401434%
44	36,91756272401434%
45	37,992831541218635%
46	39,06810035842294%
47	39,784946236559136%
48	39,06810035842294%
49	40,14336917562724%
50	39,42652329749104%
51	39,42652329749104%
52	38,70967741935484%
53	38,70967741935484%
54	38,70967741935484%
55	39,784946236559136%
56	39,784946236559136%
57	39,06810035842294%
58	40,14336917562724%
59	41,57706093189964%
60	41,935483870967744%
61	41,57706093189964%
62	41,21863799283154%
63	41,21863799283154%
64	42,29390681003584%
65	43,01075268817204%
66	43,01075268817204%
67	44,086021505376344%
68	45,51971326164875%
69	45,16129032258064%
70	45,16129032258064%
71	44,80286738351255%
72	44,80286738351255%
73	44,80286738351255%
74	44,44444444444444%
75	43,36917562724014%
76	43,727598566308245%
77	44,44444444444444%
78	44,80286738351255%
79	44,44444444444444%
80	44,80286738351255%
81	44,80286738351255%
82	44,80286738351255%
83	47,31182795698925%
84	48,38709677419355%
85	48,028673835125446%
86	48,028673835125446%
87	46,95340501792115%
88	48,38709677419355%
89	47,67025089605735%
90	46,59498207885305%
91	46,59498207885305%
92	45,878136200716845%
93	44,80286738351255%
94	44,086021505376344%
95	46,236559139784944%
96	45,51971326164875%
97	45,878136200716845%
98	45,878136200716845%
99	48,028673835125446%
100	48,028673835125446%
101	48,028673835125446%
102	48,74551971326165%
103	49,82078853046595%
104	49,10394265232975%
105	49,82078853046595%
106	49,46236559139785%
107	50,89605734767025%
108	51,25448028673835%
109	52,32974910394266%
110	51,971326164874554%
111	51,25448028673835%
112	51,971326164874554%
113	51,971326164874554%
114	51,25448028673835%
115	51,971326164874554%
116	54,121863799283155%
117	53,76344086021505%
118	51,971326164874554%
119	51,971326164874554%
120	51,25448028673835%
121	51,61290322580645%
122	53,04659498207885%
123	53,76344086021505%
124	54,48028673835126%
125	54,48028673835126%
126	54,121863799283155%
127	54,48028673835126%
128	54,48028673835126%
129	54,83870967741935%
130	54,48028673835126%
131	54,48028673835126%
132	54,83870967741935%
133	54,48028673835126%
134	55,19713261648745%
135	54,121863799283155%
136	54,48028673835126%
137	53,76344086021505%
138	54,48028673835126%
139	53,04659498207885%
140	52,32974910394266%
141	53,04659498207885%
142	52,32974910394266%
143	52,32974910394266%
144	53,76344086021505%
145	54,48028673835126%
146	56,272401433691755%
147	55,55555555555556%
148	54,83870967741935%
149	55,19713261648745%
150	54,121863799283155%
151	53,04659498207885%
152	54,121863799283155%
153	55,19713261648745%
154	55,55555555555556%
155	56,98924731182796%
156	58,06451612903226%
157	58,78136200716846%
158	56,98924731182796%
159	58,06451612903226%
160	57,34767025089605%
161	56,98924731182796%
162	56,63082437275986%
163	57,70609318996416%
164	59,85663082437276%
165	60,215053763440864%
166	59,49820788530465%
167	57,70609318996416%
168	55,91397849462365%
169	55,55555555555556%
170	55,19713261648745%
171	57,34767025089605%
