1	33,57664233576642%
2	34,306569343065696%
3	30,656934306569344%
4	28,467153284671532%
5	27,73722627737226%
6	31,386861313868614%
7	29,927007299270077%
8	30,656934306569344%
9	29,1970802919708%
10	29,1970802919708%
11	29,927007299270077%
12	29,927007299270077%
13	29,927007299270077%
14	30,656934306569344%
15	30,656934306569344%
16	29,1970802919708%
17	31,386861313868614%
18	30,656934306569344%
19	29,1970802919708%
20	30,656934306569344%
21	31,386861313868614%
22	32,846715328467155%
23	32,11678832116788%
24	30,656934306569344%
25	31,386861313868614%
26	31,386861313868614%
27	35,03649635036496%
28	31,386861313868614%
29	30,656934306569344%
30	32,11678832116788%
31	33,57664233576642%
32	33,57664233576642%
33	32,846715328467155%
34	31,386861313868614%
35	32,846715328467155%
36	34,306569343065696%
37	35,03649635036496%
38	35,03649635036496%
39	35,76642335766424%
40	36,496350364963504%
41	36,496350364963504%
42	37,22627737226277%
43	37,22627737226277%
44	38,68613138686132%
45	38,68613138686132%
46	40,14598540145985%
47	37,95620437956204%
48	40,14598540145985%
49	39,416058394160586%
50	38,68613138686132%
51	40,14598540145985%
52	37,95620437956204%
53	38,68613138686132%
54	39,416058394160586%
55	40,14598540145985%
56	42,33576642335766%
57	43,06569343065693%
58	42,33576642335766%
59	43,06569343065693%
60	42,33576642335766%
61	44,52554744525548%
62	45,25547445255474%
63	45,98540145985402%
64	48,175182481751825%
65	46,715328467153284%
66	47,44525547445255%
67	49,63503649635037%
68	52,55474452554745%
69	54,74452554744526%
70	53,284671532846716%
71	51,82481751824818%
72	53,284671532846716%
73	52,55474452554745%
74	54,74452554744526%
75	54,74452554744526%
76	55,47445255474452%
77	54,74452554744526%
78	54,74452554744526%
79	54,74452554744526%
80	53,284671532846716%
81	50,36496350364964%
82	51,09489051094891%
83	52,55474452554745%
84	51,82481751824818%
85	56,20437956204379%
86	55,47445255474452%
87	54,74452554744526%
88	54,74452554744526%
89	53,284671532846716%
90	54,74452554744526%
91	55,47445255474452%
92	55,47445255474452%
93	56,934306569343065%
94	57,66423357664233%
95	57,66423357664233%
96	56,934306569343065%
97	58,3941605839416%
98	59,12408759124088%
99	62,04379562043796%
100	62,04379562043796%
101	61,31386861313869%
102	62,04379562043796%
103	64,23357664233576%
104	64,23357664233576%
105	67,88321167883211%
106	67,88321167883211%
107	68,61313868613139%
108	68,61313868613139%
109	70,07299270072993%
110	70,8029197080292%
111	70,8029197080292%
112	70,07299270072993%
113	69,34306569343066%
114	69,34306569343066%
115	70,07299270072993%
116	69,34306569343066%
117	69,34306569343066%
118	70,07299270072993%
119	72,99270072992701%
120	72,26277372262774%
121	72,99270072992701%
122	73,72262773722628%
123	74,45255474452554%
124	76,64233576642336%
125	74,45255474452554%
126	74,45255474452554%
127	73,72262773722628%
128	75,91240875912408%
129	78,1021897810219%
130	78,83211678832117%
131	79,56204379562044%
132	79,56204379562044%
133	79,56204379562044%
134	81,02189781021897%
135	81,75182481751825%
136	84,67153284671532%
